Authors,License,Link,Title,Community,Description,Discipline,FileFormat,Keywords,Language,LearningResourceType,MediaType,ProficiencyLevel,PublicationDate,TargetGroup,RelatedWork,Size,Version,uuid
"FAIR, GO",CC-BY-4.0,https://www.go-fair.org/resources/rdm-starter-kit/,RDM Starter Kit,,This page is supposed to serve as a Starter Kit for research data management (RDM). It lists resources designed to help researchers get started to organize their data.,Unknown,Unknown,Research Data Management * include in DALIA,,Web Page,,,,Unknown,Unknown,Unknown,Unknown,ad24c08a-2367-462e-a187-ce4da251ffb8
Uli Hahn * Kerstin Helbig * Gerald Jagusch * Jessica Rex,CC-BY-4.0,https://doi.org/10.17192/bfdm.2018.1.7945,Erstellung und Realisierung einer institutionellen Forschungsdaten-Policy,,Die vorliegende Empfehlung sowie die zugehörigen Erfahrungsberichte geben einen Überblick über die verschiedenen Möglichkeiten der Gestaltung einer Forschungsdatenmanagement Policy sowie Wege zu deren Erstellung.,Unknown,Unknown,Research Data Management * include in DALIA,de,Article,text,, 2018-10-22,Unknown,Unknown,Unknown,Unknown,25f4dfd4-7a38-4aa3-b051-66a2f96d1edc
"Haase, Robert",CC-BY-4.0,https://focalplane.biologists.com/2023/11/06/creating-a-research-data-management-plan-using-chatgpt/,Creating a Research Data Management Plan using chatGPT,,In this blog post the author demonstrates how chatGPT can be used to combine a fictive project description with a DMP specification to produce a project-specific DMP.,Unknown,Unknown,Research Data Management * Artificial Intelligence * include in DALIA,,Text,text,advanced beginner,2023-11-06,Unknown,Unknown,Unknown,Unknown,1778a5a0-ad2a-4bbb-97c2-2a735da6ccfd
Till Kreutzer * Henning Lahmann,CC-BY-4.0,https://hup.sub.uni-hamburg.de/oa-pub/catalog/book/205,Rechtsfragen bei Open Science - Ein Leitfaden,,"Die Digitalisierung ermöglicht eine offene Wissenschaft (Open Science). Diese hat viele Aspekte, insbesondere den freien Zugang zu wissenschaftlichen Veröffentlichungen und Materialien (Open Access), transparente Begutachtungsverfahren (Open Peer Review) oder quelloffene Technologien (Open Source). Das Programm Hamburg Open Science (Laufzeit 2018–2020) unterstützt unter anderem den Kulturwandel in der Wissenschaft. In diesem Kontext entstand der nun vorliegende Leitfaden, der das rechtliche Umfeld greifbar machen soll. Der Leitfaden erarbeitet die betroffenen Rechtsgebiete zunächst systematisch. Im zweiten Teil werden rechtliche Fragen zu Open Science beantwortet, die direkt aus den Universitäten und Bibliotheken kommen.",Unknown,Unknown,Open Science * Open Access * Copyright * include in DALIA,de,Book,text,advanced beginner,2021-05-25,Unknown,Unknown,Unknown,Unknown,159070fd-6827-46e4-8596-506947e3e66d
Daniel Dietrich * Jonathan Gray * Tim McNamara * Antti Poikola * Rufus Pollock * et al.,CC-BY-4.0,http://opendatahandbook.org/guide/en/what-is-open-data/,What is Open Data?,,"This handbook is about open data but what exactly is it? In particular what makes open data open, and what sorts of data are we talking about?",Unknown,Unknown,Open Science * include in DALIA,,Other,,advanced beginner,,Unknown,Unknown,Unknown,Unknown,8aff9ceb-4896-46a5-96fa-bd0be01ef5f5
Leyla Garcia * Bérénice Batut * Melissa L. Burke * Mateusz Kuzak * Fotis Psomopoulos * et al.,CC-BY-4.0,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1007854,Ten simple rules for making training materials FAIR,,"The authors offer trainers some simple rules, to help make their training materials FAIR, enabling others to find, (re)use, and adapt them.",Unknown,Unknown,Metadata * Bioinformatics * FAIR-Principles * include in DALIA,,Article,text,novice,2020-05-21,Unknown,Unknown,Unknown,Unknown,3c513830-fb3a-479b-863f-9c61f7e8c8fc
Elnaz Fazeli * Haase Robert * Doube Michael * Miura Kota * Legland David,CC-BY-4.0,https://doi.org/10.5281/zenodo.13331351,From Cells to Pixels: Bridging Biologists and  Image Analysts Through a Common Language,,"Bioimaging has transformed our understanding of biological processes, yet extracting&nbsp;meaningful information from complex datasets remains a challenge, particularly for&nbsp;early career scientists. This paper proposes a simplified, systematic approach to&nbsp;bioimage analysis, focusing on categorizing commonly observed structures and&nbsp;shapes, and providing relevant analysis methods. Our approach includes illustrative&nbsp;examples and a visual flowchart, enabling researchers to define analysis objectives&nbsp;clearly. By understanding the diversity of bioimage structures and aligning them with&nbsp;appropriate analysis approaches, the framework empowers researchers to navigate&nbsp;bioimage datasets more efficiently. It also aims to foster a common language between&nbsp;researchers and analysts, thereby enhancing mutual understanding and facilitating&nbsp;effective communication.",Unknown,.pdf,include in DALIA,en,,,,2024-08-16,Unknown,Unknown,Unknown,Unknown,f993d608-1bc9-4a59-a588-3318472e79ea
"Haase, Robert",CC-BY-4.0,https://doi.org/10.5281/zenodo.14001044,Bio-image Analysis Code Generation,,"Large Language Models are changing the way we interact with computers, especially how we write code. In this tutorial, we will generate bio-image analysis code using two LLM-based code generators, bia-bob and git-bob.
https://github.com/haesleinhuepf/bia-bob
https://github.com/haesleinhuepf/git-bob
&nbsp;",Unknown,.pdf * .pptx,include in DALIA,en,,,advanced beginner,2024-10-28,Unknown,Unknown,Unknown,Unknown,af33158e-7b1d-4002-a443-a4a490ee33ed
Stephan Saalfeld * Tobias Pietzsch,Apache-2.0,https://saalfeldlab.github.io/i2k2024-lazy-workshop/,"I2K2024 workshop material - Lazy Parallel Processing and Visualization of Large Data with ImgLib2, BigDataViewer, the N5-API, and Spark",,,Unknown,Unknown,Bioimage Analysis * include in DALIA,,Code Notebook * Course,code,competent,,Unknown,Unknown,Unknown,Unknown,206c398c-f678-4e2f-ac06-173e5d765cc8
Jordão Bragantini * Teun Huijben,BSD-3-Clause,https://github.com/royerlab/ultrack-i2k2024,Ultrack I2K 2024 Workshop Materials,,,Unknown,Unknown,Bioimage Analysis * include in DALIA,,Tutorial * Course,,competent,,Unknown,Unknown,Unknown,Unknown,c7d0ca9d-08b5-4f39-958f-a0a303c0a8c0
Agustín Andrés Corbat * OmFrederic * Jonas Windhager * Kristína Lidayová,CC-BY-4.0,https://github.com/BIIFSweden/I2K2024-MTIWorkshop,Multiplexed tissue imaging - tools and approaches,,"Material for the I2K 2024 ""Multiplexed tissue imaging - tools and approaches"" workshop",Unknown,Unknown,Bioimage Analysis * include in DALIA,,Course * Presentation,presentation,competent,,Unknown,Unknown,Unknown,Unknown,4265abe7-0e3b-44d4-bb1f-584af61bb009
"Haase, Robert",BSD-3-Clause,https://github.com/haesleinhuepf/i2k2024-ai-code-generation,I2K2024(virtual) - Bio-Image Analysis Code Generation,,"This repository contains training materials for the Tutorial ""Bio-Image Analysis Code Generation"" at the From Images To Knowledge (I2K) Conference (virtual) October 28th-30th 2024.",Unknown,Unknown,Bioimage Analysis * Notebooks * Biabob * include in DALIA,,Tutorial * Code Notebook,code,advanced beginner,,Unknown,Unknown,Unknown,Unknown,280f8cd2-9962-4077-8430-5547da1fc990
"Pylvänäinen, Joanna",GPL-3.0,https://github.com/CellMigrationLab/I2K_2024,Object Tracking and Track Analysis using TrackMate and CellTracksColab,,"I2K 2024 workshop materials for ""Object Tracking and Track Analysis using TrackMate and CellTracksColab""",Unknown,Unknown,Bioimage Analysis * include in DALIA,,Tutorial * Presentation * Course,presentation,advanced beginner,,Unknown,Unknown,Unknown,Unknown,c39b2920-f765-4bf8-afcc-eeb06d5a61a8
Stephane Rigaud * Robert Haase,BSD-3-Clause,https://github.com/StRigaud/clesperanto_workshop_I2K24?tab=readme-ov-file,I2K 2024: clEsperanto - GPU-Accelerated Image Processing Library,,"Course and material for the clEsperanto workshop presented at I2K 2024 @ Human Technopol (Milan, Italy). The workshop is an hands-on demo of the clesperanto project, focussing on how to use the library for users who want use GPU-acceleration for their Image Processing pipeline.",Unknown,Unknown,Bioimage Analysis * include in DALIA,en,Tutorial * Code Notebook * Course,code,competent,,Unknown,Unknown,Unknown,Unknown,b3fe1d29-990c-40d4-b69f-aad85d29012f
"Moore, Josh",CC-BY-4.0,https://doi.org/10.5281/zenodo.13991322,[I2K] Scalable strategies for a next-generation of FAIR bioimaging,,"or, ""OME-Zarr: 'even a talk on formats [can be] interesting'""
Presented at https://events.humantechnopole.it/event/1/",Unknown,.pdf,include in DALIA,,,,,2024-10-25,Unknown,Unknown,Unknown,Unknown,54710395-1ce7-4672-9c8d-967f1b2ab3e4
"Albert, Marvin",BSD-3-Clause,https://github.com/m-albert/Virtual-I2K-2024-multiview-stitcher,Virtual-I2K-2024-multiview-stitcher,,Repository accompanying the multiview-stitcher tutorial for Virtual I2K 2024,Unknown,Unknown,Big Data * Bioimageanalysis * include in DALIA,,Tutorial,,advanced beginner,2024-10-30T07:38:11+00:00,Unknown,Unknown,Unknown,Unknown,e1b05d87-eea9-479c-9dd1-108d398bf106
"Mekki, Isra",MIT,https://github.com/HelmholtzAI-Consultants-Munich/Prompt-Engineering-LLMs-Course,Prompt-Engineering-LLMs-Course,,,Unknown,Unknown,Llms * Prompt Engineering * Code Generation * include in DALIA,,Tutorial,,,2024-09-11T07:45:30+00:00,Unknown,Unknown,Unknown,Unknown,426d4c09-4401-4742-a33c-f34130ad2a24
Bruna Piereck * Alexander Botzki,CC-BY-4.0,https://github.com/vibbits/introduction-to-generative-ai,introduction-to-generative-ai,,Course repository for Strategic Use of Generative AI,Unknown,Unknown,Artificial Intelligence * include in DALIA,,Tutorial,,novice,2024-09-27T14:38:51+00:00,Unknown,Unknown,Unknown,Unknown,53ac5bc3-7ff1-45c0-aeb1-3366ddfd86b8
Tuur Muyldermans * Kris Davie * Alexander * Nicolas Vannieuwkerke * Kobe Lavaerts * Marcel Ribeiro-Dantas * Bruna Piereck * Steff Taelman,CC-BY-4.0,https://github.com/vibbits/nextflow-workshop,nextflow-workshop,,Nextflow workshop materials March 2023,Unknown,Unknown,Workflow * Nextflow * include in DALIA,,Tutorial,,advanced beginner,2023-03-29T10:40:04+00:00,Unknown,Unknown,Unknown,Unknown,d965beed-3b7b-4eaf-8771-769d30b2fd34
Riccardo Massei * Robert Haase * ENicolay,MIT,https://github.com/rmassei/ymia_python_event_series_material,YMIA - Python-Based Event Series Training Material,,This repository offer access to teaching material and useful resources for the YMIA - Python-Based Event Series.,Unknown,Unknown,Python * artifical intelligence * Bioimage Analysis * include in DALIA,,Presentation,presentation,novice,,Unknown,Unknown,Unknown,Unknown,0beb7c54-d72d-4bc1-af9e-5db27007c845
"Swan, Anna",CC-BY-4.0,https://www.ebi.ac.uk/training/online/courses/finding-using-public-data/,Finding and using publicly available data,,"Sharing knowledge and data in the life sciences allows us to learn from each other and built on what others have discovered. This collection of online courses brings together a variety of training, covering topics such as biocuration, open data, restricted access data and finding publicly available data, to help you discover and make the most of publicly available data in the life sciences.",Unknown,Unknown,Open Science * Teaching * Sharing * include in DALIA,en,Tutorial * Other,video,novice,2024-01-01,Unknown,Unknown,Unknown,Unknown,6a6d761a-ae7b-4a0b-b7e2-ca6cb1338de5
Tom Boissonnet * Bettina Hagen * Susanne Kunis * Christian Schmidt * Stefanie Weidtkamp-Peters,CC-BY-4.0,https://doi.org/10.5281/zenodo.14013026,"[Workshop Material] Fit for OMERO - How imaging facilities and IT departments work together to enable RDM for bioimaging, October 16-17, 2024, Heidelberg",,"Fit for OMERO: How imaging facilities and IT departments work together to enable RDM for bioimaging
Description:
Research data management (RDM) in bioimaging is challenging because of large file sizes, heterogeneous file formats and the variability of imaging methods. The image data management system OMERO (OME Remote Objects) allows for centralized and secure storage, organization, annotation, and interrogation of microscopy data by researchers. It is an internationally well-supported open-source software tool that has become one of the best-known image data management tools among bioimaging scientists. Nevertheless, the&nbsp;de novo&nbsp;setup of OMERO at an institute is a multi-stakeholder process that demands time, funds, organization and iterative implementation. In this workshop, participants learn how to begin setting up OMERO-based image data management at their institution. The topics include:

Stakeholder identification at the university / research institute
Process management, time line expectations, and resources planning
Learning about each other&lsquo;s perspectives on chances and challenges for RDM
Funding opportunities and strategies for IT and imaging core facilities
Hands-on: Setting up an OMERO server in a virtual machine environment

Target audience:
This workshop was directed at universities and research institutions who consider or plan to implement OMERO, or are in an early phase of implementation. This workshop was intended for teams from IT departments and imaging facilities to participate together with one person from the IT department, and one person from the imaging core facility at the same institution.
The trainers:

Prof. Dr. Stefanie Weidtkamp-Peters (Imaging Core Facility Head, Center for Advanced Imaging, Heinrich Heine University of D&uuml;sseldorf)
Dr. Susanne Kunis (Software architect, OMERO administrator, metadata specialist, University of Osnabr&uuml;ck)
Dr. Tom Boissonnet (OMERO admin and image metadata specialist, Center for Advanced Imaging, Heinrich Heine University of D&uuml;sseldorf)
Dr. Bettina Hagen&nbsp;(IT Administration and service specialist, Max Planck Institute for the Biology of Ageing, Cologne)&nbsp;
Dr. Christian Schmidt (Science Manager for Research Data Management in Bioimaging, German Cancer Research Center (DKFZ), Heidelberg)

Time and place
The format was a two-day, in-person workshop (October 16-17, 2024).&nbsp;Location: Heidelberg, Germany
Workshop learning goals

Learn the steps to establish a local RDM environment fit for bioimaging data
Create a network of IT experts and bioimaging specialists for bioimage RDM across institutions
Establish a stakeholder process management for installing OMERO-based RDM
Learn from each other, leverage different expertise
Learn how to train users, establish sustainability strategies, and foster FAIR RDM for bioimaging at your institution
",Unknown,.pdf,include in DALIA,en,,,advanced beginner,2024-10-30,Unknown,Unknown,Unknown,Unknown,38fbd343-3e03-49e2-baf2-fbe534033e68
